"","enrolled_at","unenrolled_at","fully_participated_at","purchased_statement_at","gender","country","age_range","highest_education_level","employment_status","employment_area","detected_country"
"11123",1,0,1,0,1,"GR","56-65","secondary","working_full_time","engineering_and_manufacturing","GR"
"11139",1,0,0,0,1,"GB","46-55","university_doctorate","self_employed","it_and_information_services","GB"
"11147",1,0,0,0,0,"GB","46-55","university_masters","working_part_time","accountancy_banking_and_finance","GB"
"11196",1,1,0,0,0,"GB","56-65","university_degree","working_full_time","armed_forces_and_emergency_services","GB"
"11224",1,1,0,0,1,"BR","36-45","university_masters","working_full_time","accountancy_banking_and_finance","BR"
"11230",1,1,0,0,0,"BH","18-25","tertiary","full_time_student","accountancy_banking_and_finance","BH"
"11231",1,0,0,0,0,"ES","36-45","university_degree","looking_for_work","teaching_and_education","ES"
"11237",1,0,0,0,1,"NG","26-35","university_masters","working_part_time","environment_and_agriculture","NG"
"11239",1,1,0,0,0,"GB","46-55","university_masters","self_employed","public_sector","GB"
"11250",1,0,0,0,0,"GB","56-65","tertiary","working_part_time","teaching_and_education","GB"
"11255",1,0,0,0,0,"PR","18-25","university_degree","working_part_time","law","PR"
"11258",1,0,0,0,1,"GB",">65","professional","retired","media_and_publishing","GB"
"11274",1,0,0,0,1,"US","46-55","university_degree","working_full_time","creative_arts_and_culture","US"
"11285",1,1,0,0,1,"IQ","26-35","university_masters","working_full_time","teaching_and_education","IQ"
"11287",1,0,0,0,0,"PL","36-45","university_doctorate","working_full_time","public_sector","PL"
"11292",1,0,0,0,1,"AT","26-35","university_degree","full_time_student","teaching_and_education","AT"
"11296",1,0,0,0,0,"UA","36-45","university_doctorate","working_part_time","teaching_and_education","UA"
"11299",1,0,0,0,0,"GE","18-25","university_degree","working_part_time","creative_arts_and_culture","GE"
"11311",1,1,0,0,0,"US","26-35","secondary","working_full_time","retail_and_sales","US"
"11320",1,0,0,0,1,"UG","36-45","university_masters","working_part_time","business_consulting_and_management","UG"
"11323",1,0,0,0,0,"CO","26-35","university_degree","self_employed","teaching_and_education","CO"
"11334",1,0,0,0,0,"AM","26-35","university_masters","working_full_time","recruitment_and_pr","AM"
"11343",1,1,0,0,1,"GB","36-45","secondary","looking_for_work","it_and_information_services","GB"
"11347",1,0,1,0,1,"PT","46-55","university_degree","working_full_time","energy_and_utilities","PT"
"11399",1,0,0,0,0,"HR","36-45","university_degree","self_employed","media_and_publishing","HR"
"11410",1,0,0,0,1,"IN","36-45","university_masters","unemployed","it_and_information_services","IN"
"11411",1,0,0,0,1,"GB","26-35","university_degree","looking_for_work","health_and_social_care","GB"
"11439",1,1,0,0,1,"DE","36-45","university_masters","working_full_time","public_sector","DE"
"11440",1,0,0,0,1,"IE","46-55","tertiary","working_full_time","it_and_information_services","IE"
"11444",1,0,1,0,0,"AU","56-65","university_masters","retired","charities_and_voluntary_work","AU"
"11445",1,0,1,0,1,"SA","26-35","university_degree","working_full_time","health_and_social_care","--"
"11474",1,0,0,0,1,"GB","36-45","university_masters","working_full_time","charities_and_voluntary_work","GB"
"11488",1,1,0,0,0,"RU","26-35","secondary","working_full_time","it_and_information_services","RU"
"11493",1,0,0,0,0,"GB","56-65","tertiary","looking_for_work","charities_and_voluntary_work","--"
"11498",1,0,0,0,0,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"11506",1,0,0,0,1,"ID","18-25","university_degree","full_time_student","energy_and_utilities","ID"
"11510",1,1,0,0,1,"NL",">65","university_masters","retired","engineering_and_manufacturing","NL"
"11518",1,1,0,0,1,"GB","36-45","secondary","working_full_time","health_and_social_care","GB"
"11528",1,0,0,0,0,"IE","26-35","university_masters","looking_for_work","charities_and_voluntary_work","IE"
"11540",1,0,0,0,1,"NG","18-25","university_degree","self_employed","media_and_publishing","NG"
"11541",1,0,0,0,0,"GB","26-35","university_doctorate","working_full_time","science_and_pharmaceuticals","GB"
"11543",1,1,0,0,0,"GB","36-45","university_masters","working_part_time","engineering_and_manufacturing","GB"
"11573",1,0,1,0,0,"GB","56-65","secondary","working_full_time","it_and_information_services","GB"
"11578",1,0,0,0,0,"GB","56-65","university_masters","self_employed","business_consulting_and_management","FR"
"11583",1,1,0,0,0,"GB","46-55","tertiary","working_full_time","it_and_information_services","GB"
"11611",1,0,1,0,0,"GB","46-55","university_degree","working_part_time","teaching_and_education","GB"
"11634",1,0,0,0,0,"GB","18-25","tertiary","looking_for_work","marketing_advertising_and_pr","GB"
"11639",1,0,0,0,1,"ZA","36-45","university_degree","working_full_time","public_sector","ZA"
"11641",1,0,0,0,1,"GB","26-35","secondary","working_full_time","engineering_and_manufacturing","GB"
"11649",1,0,0,0,1,"GB","56-65","tertiary","working_full_time","it_and_information_services","GB"
"11659",1,0,0,0,1,"IN","18-25","secondary","full_time_student","law","IN"
"11661",1,0,0,0,0,"AM","26-35","university_masters","working_full_time","business_consulting_and_management","AM"
"11662",1,0,0,0,0,"LB","26-35","university_masters","working_part_time","creative_arts_and_culture","LB"
"11663",1,1,0,0,1,"GB","36-45","university_degree","working_full_time","property_and_construction","GB"
"11665",1,0,1,0,1,"MT","26-35","university_degree","working_full_time","public_sector","MT"
"11667",1,0,0,0,0,"EE","26-35","university_masters","working_full_time","teaching_and_education","EE"
"11671",1,0,0,0,0,"CN","18-25","university_degree","working_full_time","teaching_and_education","GB"
"11679",1,0,1,0,1,"ZA",">65","less_than_secondary","retired","teaching_and_education","ZA"
"11689",1,0,0,0,1,"NG","26-35","university_degree","working_full_time","it_and_information_services","NG"
"11700",1,1,0,0,1,"NG","26-35","university_degree","working_full_time","recruitment_and_pr","NG"
"11702",1,0,1,0,1,"GB","56-65","professional","working_full_time","engineering_and_manufacturing","GB"
"11704",1,0,0,0,0,"GB","56-65","university_masters","working_full_time","teaching_and_education","GB"
"11725",1,0,0,0,1,"GB","36-45","university_degree","working_part_time","health_and_social_care","GB"
"11727",1,0,0,0,0,"GB","56-65","university_degree","working_part_time","health_and_social_care","GB"
"11735",1,0,0,0,0,"US","56-65","university_degree","working_full_time","public_sector","US"
"11746",1,0,0,0,0,"ZA","56-65","university_degree","working_part_time","charities_and_voluntary_work","ZA"
"11763",1,0,0,0,1,"SA","36-45","university_degree","working_full_time","health_and_social_care","SA"
"11772",1,0,0,0,0,"SA","18-25","secondary","full_time_student","it_and_information_services","SA"
"11786",1,0,0,0,1,"OM","26-35","university_degree","working_full_time","transport_and_logistics","OM"
"11796",1,0,0,0,0,"IN","26-35","university_masters","full_time_student","creative_arts_and_culture","IN"
"11800",1,0,0,0,0,"SA","26-35","university_degree","working_full_time","law","SA"
"11811",1,0,1,0,1,"OM","36-45","university_degree","working_full_time","teaching_and_education","OM"
"11815",1,0,1,0,1,"IN","36-45","university_degree","working_full_time","engineering_and_manufacturing","FR"
"11823",1,0,0,0,1,"LY","26-35","secondary","full_time_student","environment_and_agriculture","GB"
"11825",1,0,0,0,1,"LY","26-35","university_masters","full_time_student","it_and_information_services","GB"
"11826",1,0,0,0,0,"JO","26-35","university_degree","looking_for_work","teaching_and_education","JO"
"11829",1,0,0,0,0,"JO","46-55","university_degree","looking_for_work","teaching_and_education","JO"
"11837",1,0,0,0,0,"AZ","18-25","secondary","full_time_student","engineering_and_manufacturing","AZ"
"11838",1,0,0,0,0,"MM","18-25","university_degree","working_full_time","it_and_information_services","MM"
"11858",1,1,0,0,1,"IT","46-55","university_degree","working_full_time","it_and_information_services","NZ"
"11864",1,1,0,0,1,"GB","56-65","tertiary","working_part_time","teaching_and_education","GB"
"11865",1,0,0,0,1,"CO","18-25","secondary","full_time_student","health_and_social_care","CO"
"11872",1,0,0,0,0,"GB","36-45","university_degree","working_part_time","public_sector","GB"
"11875",1,0,0,0,1,"ID","36-45","university_degree","working_part_time","property_and_construction","ID"
"11879",1,1,0,0,1,"FR",">65","university_degree","retired","energy_and_utilities","FR"
"11888",1,0,1,0,1,"MM","46-55","university_degree","self_employed","it_and_information_services","MM"
"11895",1,1,0,0,1,"HU","26-35","university_degree","full_time_student","it_and_information_services","HU"
"11914",1,0,0,0,1,"NL",">65","secondary","retired","law","NL"
"11920",1,1,1,0,0,"IN","26-35","professional","self_employed","law","IN"
"11921",1,0,0,0,0,"UG","18-25","secondary","full_time_student","it_and_information_services","UG"
"11953",1,0,1,0,1,"GB","18-25","secondary","working_full_time","creative_arts_and_culture","GB"
"11966",1,1,0,0,1,"SY","36-45","university_degree","working_full_time","it_and_information_services","SY"
"11967",1,0,0,0,0,"CZ","46-55","university_masters","working_full_time","public_sector","CZ"
"11989",1,0,0,0,1,"HU","18-25","less_than_secondary","full_time_student","public_sector","HU"
"11992",1,0,1,0,1,"CW","56-65","university_masters","working_full_time","teaching_and_education","CW"
"11993",1,0,0,0,1,"BR","46-55","university_degree","working_full_time","public_sector","--"
"11997",1,0,0,0,0,"GB",">65","tertiary","working_part_time","teaching_and_education","GB"
"12023",1,0,1,0,1,"GB",">65","university_degree","retired","retail_and_sales","GB"
"12035",1,1,0,0,0,"GB","46-55","university_masters","working_part_time","law","GB"
"12043",1,0,0,0,0,"RU","46-55","professional","unemployed","it_and_information_services","RU"
"12056",1,0,0,0,0,"GB","56-65","tertiary","self_employed","health_and_social_care","GB"
"12073",1,0,1,1,1,"GB","46-55","university_masters","working_full_time","it_and_information_services","GB"
"12092",1,0,0,0,1,"ES","36-45","university_masters","working_full_time","science_and_pharmaceuticals","ES"
"12095",1,0,0,0,1,"FR","26-35","university_degree","looking_for_work","creative_arts_and_culture","FR"
"12097",1,0,0,0,0,"GB",">65","professional","retired","charities_and_voluntary_work","GB"
"12101",1,0,1,0,1,"IT","46-55","secondary","working_full_time","it_and_information_services","IT"
"12106",1,0,0,0,0,"IT","46-55","university_doctorate","working_full_time","teaching_and_education","IT"
"12110",1,0,0,0,0,"HR","36-45","university_masters","working_full_time","teaching_and_education","HR"
"12118",1,0,1,0,0,"GB","56-65","university_masters","working_full_time","it_and_information_services","GB"
"12122",1,1,0,0,1,"IN","26-35","university_masters","working_part_time","hospitality_tourism_and_sport","IN"
"12124",1,0,0,0,1,"MW","46-55","university_masters","self_employed","teaching_and_education","MW"
"12126",1,0,0,0,0,"MK","26-35","university_degree","looking_for_work","retail_and_sales","MK"
"12128",1,0,1,0,1,"AR","36-45","university_degree","working_full_time","public_sector","AR"
"12146",1,0,1,0,0,"GB","18-25","university_degree","full_time_student","engineering_and_manufacturing","GB"
"12157",1,0,1,0,1,"GR","26-35","university_degree","working_full_time","armed_forces_and_emergency_services","GR"
"12159",1,0,0,0,1,"US",">65","university_degree","working_full_time","engineering_and_manufacturing","US"
"12165",1,0,1,0,0,"GB","56-65","university_masters","retired","health_and_social_care","GB"
"12173",1,0,0,0,1,"GB",">65","professional","retired","health_and_social_care","GB"
"12195",1,0,1,0,1,"MY",">65","university_degree","retired","law","MY"
"12198",1,0,0,0,0,"GB","46-55","professional","working_part_time","health_and_social_care","GB"
"12199",1,1,0,0,1,"CH",">65","university_doctorate","retired","teaching_and_education","CH"
"12209",1,0,1,0,1,"IN",">65","university_degree","self_employed","it_and_information_services","IN"
"12213",1,0,0,0,0,"GB","56-65","professional","self_employed","it_and_information_services","GB"
"12219",1,0,0,0,1,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"12223",1,0,1,0,0,"GB","56-65","university_degree","not_working","energy_and_utilities","GB"
"12229",1,0,1,0,0,"GR","46-55","university_degree","working_full_time","teaching_and_education","GR"
"12235",1,0,0,0,0,"GB","46-55","university_degree","unemployed","public_sector","GB"
"12244",1,0,0,0,0,"JM","36-45","university_degree","working_part_time","property_and_construction","JP"
"12256",1,0,0,0,1,"NG","26-35","university_degree","working_full_time","transport_and_logistics","NG"
"12259",1,0,1,0,0,"US","56-65","tertiary","working_full_time","retail_and_sales","US"
"12268",1,0,1,0,1,"GB",">65","university_degree","retired","it_and_information_services","GB"
"12279",1,1,0,0,1,"FR","46-55","university_masters","self_employed","creative_arts_and_culture","FR"
"12281",1,0,0,0,0,"US",">65","professional","retired","hospitality_tourism_and_sport","US"
"12289",1,0,1,0,1,"US","46-55","professional","working_full_time","health_and_social_care","US"
"12295",1,0,1,0,1,"GB",">65","university_masters","retired","charities_and_voluntary_work","GB"
"12296",1,0,1,0,0,"GB",">65","university_degree","retired","creative_arts_and_culture","GB"
"12300",1,1,1,0,1,"GB","46-55","university_masters","working_full_time","it_and_information_services","GB"
"12303",1,1,1,0,0,"IT","56-65","university_masters","working_full_time","teaching_and_education","IT"
"12307",1,0,1,0,0,"CA","56-65","university_degree","retired","teaching_and_education","CA"
"12348",1,0,0,0,1,"CO","36-45","university_degree","unemployed","energy_and_utilities","CO"
"12349",1,0,1,0,0,"GB",">65","university_degree","retired","teaching_and_education","GB"
"12357",1,0,0,0,1,"CI","36-45","university_masters","self_employed","teaching_and_education","CI"
"12360",1,1,0,0,0,"BR","26-35","university_degree","self_employed","media_and_publishing","BR"
"12362",1,0,0,0,0,"IR","36-45","university_masters","working_part_time","it_and_information_services","IR"
"12364",1,1,0,0,0,"CA",">65","university_masters","working_full_time","public_sector","CA"
"12366",1,0,0,0,0,"UA","26-35","university_doctorate","working_full_time","it_and_information_services","UA"
"12374",1,0,0,0,0,"FR","56-65","university_degree","self_employed","teaching_and_education","FR"
"12382",1,0,0,0,0,"ES","56-65","university_masters","working_full_time","creative_arts_and_culture","ES"
"12385",1,0,0,0,1,"AF","26-35","tertiary","self_employed","business_consulting_and_management","US"
"12386",1,0,0,0,0,"PH","26-35","university_degree","working_full_time","teaching_and_education","PH"
"12398",1,0,1,0,1,"GY","18-25","secondary","working_full_time","it_and_information_services","GY"
"12403",1,0,1,0,1,"GB",">65","professional","retired","engineering_and_manufacturing","GB"
"12407",1,1,0,0,0,"GB","36-45","university_masters","working_part_time","teaching_and_education","GB"
"12420",1,0,1,0,1,"GB",">65","university_doctorate","working_full_time","teaching_and_education","GB"
"12425",1,0,1,0,1,"GB","46-55","secondary","working_full_time","it_and_information_services","GB"
"12435",1,0,1,0,1,"GB",">65","university_degree","retired","it_and_information_services","GB"
"12442",1,0,0,0,0,"GB","56-65","university_degree","working_full_time","teaching_and_education","GB"
"12451",1,0,0,0,1,"IN","18-25","secondary","full_time_student","it_and_information_services","IN"
"12454",1,0,0,0,1,"GB","46-55","professional","working_full_time","health_and_social_care","GB"
"12501",1,0,1,0,1,"YE","36-45","university_masters","looking_for_work","it_and_information_services","--"
"12516",1,0,0,0,0,"GB","46-55","secondary","not_working","media_and_publishing","GB"
"12518",1,0,0,0,0,"GB","36-45","professional","looking_for_work","business_consulting_and_management","GB"
"12545",1,0,0,0,1,"GB",">65","secondary","retired","law","GB"
"12556",1,0,0,0,1,"GB","46-55","professional","looking_for_work","it_and_information_services","GB"
"12562",1,0,1,0,0,"GB","46-55","university_degree","working_part_time","teaching_and_education","GB"
"12563",1,1,1,0,1,"GB",">65","professional","retired","engineering_and_manufacturing","GB"
"12565",1,0,0,0,0,"PL","36-45","university_masters","not_working","creative_arts_and_culture","SE"
"12570",1,0,1,0,1,"GR","46-55","university_degree","working_full_time","armed_forces_and_emergency_services","GR"
"12576",1,0,1,0,1,"GB","36-45","university_degree","working_full_time","it_and_information_services","GB"
"12578",1,0,0,0,1,"GB","26-35","university_masters","working_full_time","it_and_information_services","GB"
"12580",1,0,0,0,0,"GB","36-45","university_degree","working_full_time","marketing_advertising_and_pr","GB"
"12584",1,0,0,0,1,"ZA","26-35","university_degree","working_full_time","marketing_advertising_and_pr","ZA"
"12585",1,0,0,0,0,"IE","56-65","tertiary","working_full_time","accountancy_banking_and_finance","IE"
"12604",1,0,0,0,1,"ES","56-65","university_masters","unemployed","teaching_and_education","ES"
"12610",1,1,0,0,1,"GB","56-65","university_degree","working_part_time","teaching_and_education","GB"
"12612",1,0,0,0,0,"HU","18-25","secondary","full_time_student","health_and_social_care","HU"
"12627",1,0,0,0,1,"KZ","46-55","secondary","working_full_time","law","KZ"
"12630",1,1,0,0,0,"PL","26-35","university_masters","working_full_time","it_and_information_services","PL"
"12633",1,1,1,0,1,"GB","26-35","secondary","working_full_time","it_and_information_services","GB"
"12640",1,1,0,0,1,"GB","46-55","professional","working_full_time","it_and_information_services","GB"
"12645",1,0,0,0,1,"GB",">65","university_masters","retired","creative_arts_and_culture","GB"
"12654",1,0,0,0,1,"DE","26-35","university_degree","working_full_time","it_and_information_services","DE"
"12669",1,0,0,0,1,"MX","26-35","university_degree","working_full_time","media_and_publishing","MX"
"12671",1,0,1,0,0,"MX","46-55","university_degree","working_full_time","teaching_and_education","MX"
"12672",1,0,0,0,1,"BD","18-25","university_degree","full_time_student","accountancy_banking_and_finance","BD"
"12673",1,0,1,0,1,"RS","18-25","secondary","full_time_student","law","RS"
"12686",1,0,0,0,1,"GR","46-55","professional","working_full_time","armed_forces_and_emergency_services","GR"
"12692",1,0,0,0,0,"GB","18-25","secondary","working_part_time","teaching_and_education","GB"
"12704",1,0,0,0,0,"GB","36-45","university_degree","working_part_time","teaching_and_education","GB"
"12706",1,0,0,0,0,"BE","36-45","university_masters","working_full_time","accountancy_banking_and_finance","BE"
"12711",1,0,0,0,1,"GB","46-55","professional","working_full_time","it_and_information_services","GB"
"12712",1,0,0,0,1,"RS","36-45","university_degree","working_full_time","it_and_information_services","RS"
"12715",1,0,1,0,1,"GB","46-55","professional","working_full_time","armed_forces_and_emergency_services","CY"
"12723",1,0,0,0,0,"CA","56-65","university_degree","working_part_time","health_and_social_care","CA"
"12740",1,0,0,0,0,"SY","26-35","university_degree","looking_for_work","teaching_and_education","SY"
"12745",1,0,0,0,1,"US",">65","university_masters","retired","teaching_and_education","TW"
"12757",1,0,0,0,1,"FR","46-55","university_masters","working_full_time","it_and_information_services","FR"
"12758",1,1,1,0,1,"NL","56-65","university_degree","unemployed","it_and_information_services","--"
"12771",1,0,0,0,0,"DZ","36-45","university_degree","working_full_time","teaching_and_education","DZ"
"12777",1,0,0,0,0,"GB","36-45","university_degree","self_employed","media_and_publishing","GB"
"12793",1,0,0,0,1,"BR","26-35","university_degree","working_full_time","public_sector","BR"
"12797",1,0,1,0,0,"DE","56-65","university_degree","working_part_time","environment_and_agriculture","DE"
"12817",1,0,0,0,1,"PH","26-35","university_degree","working_full_time","business_consulting_and_management","PH"
"12824",1,0,0,0,1,"GB",">65","university_doctorate","retired","engineering_and_manufacturing","GB"
"12838",1,1,0,0,1,"GB","56-65","university_masters","working_full_time","business_consulting_and_management","GB"
"12846",1,0,0,0,0,"BY","26-35","university_degree","working_full_time","teaching_and_education","BY"
"12865",1,0,0,0,0,"GB","46-55","university_degree","working_part_time","teaching_and_education","GB"
"12869",1,0,0,0,1,"GB","56-65","university_masters","working_part_time","charities_and_voluntary_work","GB"
"12879",1,1,0,0,0,"GB","46-55","university_masters","working_full_time","health_and_social_care","IE"
"12887",1,0,0,0,0,"MY","26-35","university_degree","working_full_time","accountancy_banking_and_finance","MY"
"12901",1,1,0,0,1,"KW","26-35","university_degree","working_full_time","it_and_information_services","KW"
"12904",1,1,0,0,0,"JP","36-45","tertiary","working_full_time","accountancy_banking_and_finance","JP"
"12908",1,0,1,0,1,"AZ","56-65","university_doctorate","working_part_time","teaching_and_education","MY"
"12920",1,0,1,0,1,"GB","56-65","university_degree","working_full_time","it_and_information_services","GB"
"12948",1,0,0,0,1,"IN","36-45","university_masters","working_full_time","business_consulting_and_management","IN"
"12954",1,0,0,0,0,"BR","18-25","secondary","working_part_time","teaching_and_education","BR"
"12971",1,0,0,0,1,"GB","36-45","university_degree","working_full_time","armed_forces_and_emergency_services","GB"
"13010",1,0,1,0,0,"AU","46-55","university_masters","working_full_time","public_sector","AU"
"13012",1,0,1,0,1,"TL","36-45","university_degree","looking_for_work","hospitality_tourism_and_sport","TL"
"13043",1,0,0,0,0,"UA","26-35","university_degree","self_employed","marketing_advertising_and_pr","UA"
"13046",1,0,0,0,1,"ZA","18-25","secondary","working_full_time","it_and_information_services","ZA"
"13056",1,0,0,0,1,"QA","56-65","university_masters","working_part_time","marketing_advertising_and_pr","QA"
"13064",1,1,0,0,1,"GB","46-55","university_degree","working_full_time","it_and_information_services","GB"
"13069",1,0,0,0,1,"IE","46-55","university_degree","working_full_time","engineering_and_manufacturing","FR"
"13074",1,0,1,0,1,"GH","26-35","university_degree","looking_for_work","accountancy_banking_and_finance","GH"
"13078",1,0,1,0,0,"US","56-65","university_degree","retired","charities_and_voluntary_work","US"
"13079",1,0,0,0,1,"GB","46-55","university_masters","working_full_time","health_and_social_care","GB"
"13080",1,0,0,0,1,"NZ",">65","university_degree","working_full_time","business_consulting_and_management","NZ"
"13087",1,0,1,0,0,"AU","46-55","university_degree","working_part_time","health_and_social_care","AU"
"13090",1,0,0,0,0,"GB","46-55","university_doctorate","working_part_time","it_and_information_services","GB"
"13096",1,1,0,0,1,"GB","36-45","university_masters","self_employed","business_consulting_and_management","GB"
"13099",1,0,0,0,1,"IE","46-55","tertiary","working_full_time","public_sector","IE"
"13101",1,0,0,0,1,"NG","26-35","university_masters","self_employed","business_consulting_and_management","NG"
"13110",1,0,0,0,0,"GB","56-65","university_masters","working_part_time","teaching_and_education","GB"
"13113",1,0,0,0,1,"GB","36-45","university_masters","working_full_time","teaching_and_education","GB"
"13136",1,0,1,0,1,"DE","56-65","university_masters","working_full_time","business_consulting_and_management","DE"
"13137",1,1,0,0,1,"GB","56-65","professional","working_full_time","engineering_and_manufacturing","GB"
"13147",1,0,0,0,0,"AU",">65","university_masters","retired","it_and_information_services","AU"
"13154",1,0,1,0,1,"AU",">65","university_masters","retired","it_and_information_services","AU"
"13156",1,0,0,0,1,"AU","26-35","less_than_secondary","full_time_student","science_and_pharmaceuticals","AU"
"13171",1,1,0,0,0,"GB","36-45","university_masters","working_full_time","marketing_advertising_and_pr","GB"
"13176",1,0,1,0,1,"GR","36-45","university_degree","working_full_time","armed_forces_and_emergency_services","GR"
"13193",1,0,0,0,1,"NG","26-35","university_degree","working_full_time","teaching_and_education","NG"
"13229",1,1,0,0,0,"FR","46-55","tertiary","working_full_time","it_and_information_services","FR"
"13254",1,0,0,0,0,"IT","46-55","university_masters","working_part_time","teaching_and_education","IT"
"13257",1,0,0,0,0,"IT","46-55","university_degree","working_full_time","teaching_and_education","IT"
"13258",1,1,0,0,1,"NG","26-35","university_degree","self_employed","environment_and_agriculture","GB"
"13259",1,0,1,0,1,"GB","56-65","university_masters","working_full_time","engineering_and_manufacturing","GB"
"13264",1,1,0,0,1,"GB","56-65","university_masters","working_full_time","energy_and_utilities","GB"
"13269",1,0,1,1,1,"GB","36-45","university_masters","working_full_time","it_and_information_services","GB"
"13270",1,0,1,0,0,"GB",">65","university_doctorate","self_employed","it_and_information_services","GB"
"13273",1,0,0,0,0,"AR",">65","university_masters","retired","teaching_and_education","AR"
"13287",1,0,0,0,0,"GB","26-35","university_masters","working_full_time","teaching_and_education","GB"
"13304",1,0,0,0,0,"GB",">65","university_degree","working_part_time","health_and_social_care","GB"
"13310",1,0,1,0,0,"GB","56-65","university_masters","working_part_time","teaching_and_education","GB"
"13315",1,0,1,0,1,"FJ",">65","university_masters","working_full_time","teaching_and_education","FJ"
"13317",1,1,1,0,1,"GB",">65","professional","working_part_time","health_and_social_care","GB"
"13319",1,0,0,0,1,"GB",">65","university_degree","retired","charities_and_voluntary_work","GB"
"13333",1,1,0,0,1,"GB","26-35","university_masters","full_time_student","science_and_pharmaceuticals","GB"
"13340",1,0,0,0,1,"SA","36-45","secondary","self_employed","engineering_and_manufacturing","SA"
"13341",1,1,0,0,0,"GB","56-65","university_masters","working_part_time","public_sector","GB"
"13344",1,1,0,0,1,"US","36-45","tertiary","working_full_time","science_and_pharmaceuticals","US"
"13348",1,0,0,0,1,"JM","46-55","tertiary","working_full_time","it_and_information_services","JM"
"13351",1,0,1,0,1,"ES","36-45","university_masters","working_part_time","media_and_publishing","ES"
"13356",1,0,1,0,1,"AU","56-65","university_masters","looking_for_work","accountancy_banking_and_finance","AU"
"13371",1,0,0,0,0,"GB","56-65","university_masters","not_working","charities_and_voluntary_work","GB"
"13402",1,0,1,0,1,"PH","56-65","university_degree","working_full_time","teaching_and_education","PH"
"13403",1,0,1,0,0,"CH","46-55","university_degree","working_full_time","it_and_information_services","CH"
"13407",1,0,0,0,1,"GB","56-65","secondary","not_working","transport_and_logistics","GB"
"13420",1,0,1,0,1,"GB","46-55","secondary","working_full_time","it_and_information_services","GB"
"13421",1,0,0,0,0,"GB","46-55","university_degree","working_full_time","health_and_social_care","GB"
"13423",1,0,0,0,0,"EG","26-35","university_masters","working_full_time","teaching_and_education","EG"
"13445",1,0,0,0,1,"IN","26-35","university_masters","full_time_student","science_and_pharmaceuticals","IN"
"13454",1,0,0,0,0,"MX","18-25","university_degree","self_employed","teaching_and_education","MX"
"13466",1,0,0,0,0,"GB","56-65","university_masters","working_full_time","property_and_construction","GB"
"13477",1,0,1,0,0,"GB","36-45","university_degree","working_full_time","public_sector","GB"
"13483",1,0,0,0,1,"IN","26-35","university_masters","self_employed","teaching_and_education","IN"
"13486",1,1,0,0,1,"SA","26-35","university_doctorate","working_full_time","teaching_and_education","PK"
"13496",1,0,0,0,0,"CZ","46-55","university_masters","working_full_time","teaching_and_education","CZ"
"13503",1,0,0,0,1,"GB",">65","professional","retired","engineering_and_manufacturing","GB"
"13506",1,0,1,0,1,"GB",">65","university_degree","retired","engineering_and_manufacturing","GB"
"13533",1,0,1,0,0,"GB","26-35","university_degree","looking_for_work","charities_and_voluntary_work","GB"
"13553",1,0,0,0,1,"UA","26-35","university_masters","self_employed","marketing_advertising_and_pr","UA"
"13572",1,0,1,0,1,"BR","56-65","university_doctorate","working_full_time","public_sector","BR"
"13574",1,0,0,0,1,"GB","56-65","university_masters","working_full_time","it_and_information_services","GB"
"13576",1,0,0,0,0,"HU","26-35","university_masters","working_full_time","health_and_social_care","HU"
"13585",1,1,0,0,0,"GB","56-65","university_masters","working_part_time","public_sector","GB"
"13594",1,0,0,0,0,"GB","56-65","university_degree","retired","armed_forces_and_emergency_services","GB"
"13603",1,0,0,0,1,"US","26-35","university_degree","working_full_time","marketing_advertising_and_pr","US"
"13635",1,1,0,0,1,"GB","46-55","secondary","working_full_time","public_sector","GB"
"13643",1,0,1,0,0,"GB",">65","university_degree","retired","creative_arts_and_culture","GB"
"13662",1,0,0,0,1,"GB","56-65","university_degree","self_employed","engineering_and_manufacturing","--"
"13670",1,1,0,0,1,"GB","46-55","secondary","working_full_time","public_sector","GB"
"13681",1,0,0,0,0,"RU","18-25","university_masters","looking_for_work","science_and_pharmaceuticals","RU"
"13682",1,0,0,0,0,"FR","46-55","university_doctorate","looking_for_work","science_and_pharmaceuticals","FR"
"13690",1,0,0,0,1,"CA","56-65","university_masters","working_full_time","it_and_information_services","CA"
"13696",1,0,0,0,0,"NG","36-45","university_degree","working_full_time","accountancy_banking_and_finance","NG"
"13706",1,0,1,0,1,"GB",">65","university_degree","retired","engineering_and_manufacturing","GB"
"13708",1,0,0,0,1,"AU",">65","university_doctorate","self_employed","health_and_social_care","AU"
"13731",1,1,0,0,0,"GB","26-35","secondary","working_full_time","accountancy_banking_and_finance","GB"
"13732",1,0,0,0,1,"GB",">65","university_doctorate","retired","it_and_information_services","GB"
"13736",1,0,0,0,1,"GB",">65","tertiary","self_employed","business_consulting_and_management","GB"
"13746",1,0,1,0,0,"GB","56-65","university_degree","self_employed","it_and_information_services","GB"
"13749",1,0,0,0,0,"AE","46-55","university_masters","working_full_time","teaching_and_education","AE"
"13756",1,0,0,0,0,"GB","56-65","university_masters","working_full_time","business_consulting_and_management","GB"
"13761",1,0,0,0,1,"GB","56-65","professional","working_full_time","public_sector","GB"
"13765",1,0,1,0,0,"GB","46-55","university_degree","working_full_time","teaching_and_education","GB"
"13771",1,0,1,0,1,"GB",">65","professional","retired","engineering_and_manufacturing","GB"
